,Lousic C.K.,Dave Chappelle,Ricky Gervais,Bo Burham,Bill Burr,Jim Jefferies,John Mulaney,Hasan Minhaj,Ali Wong,Anthony Jeselnik,Mike Birbiglia,Joe Rogan
risk,0,0,0,0,0,0,0,0,1,0,0,0
risky,0,0,0,0,1,0,0,1,0,0,0,0
ritual,0,0,0,0,0,0,0,0,0,0,1,0
river,0,0,0,0,0,0,1,0,0,0,0,0
road,2,2,0,0,1,2,1,2,0,0,4,0
roam,0,0,0,0,0,0,1,0,0,0,0,0
robbin,0,0,0,0,0,0,0,0,1,0,2,0
robert,0,0,3,0,0,0,1,0,0,0,0,0
robinson,0,0,0,0,1,0,0,0,0,0,0,0
robot,0,0,0,0,0,0,0,0,0,0,0,1
rocher,0,0,1,0,0,0,0,0,0,0,0,0
rock,1,1,0,1,3,2,0,1,0,1,0,1
rocket,0,0,0,0,0,0,2,0,0,0,2,3
rodman,0,0,0,0,0,3,0,0,0,0,0,0
rodriguez,0,0,0,0,0,2,0,0,0,0,0,0
rogan,0,0,0,0,0,0,0,0,0,0,0,1
roger,0,0,0,4,0,0,0,0,0,0,0,0
roidedup,0,0,0,0,1,0,0,0,0,0,0,0
role,0,0,1,0,0,2,0,0,0,0,0,0
roll,1,2,0,1,2,0,0,3,0,0,2,1
roller,0,0,0,0,0,0,1,0,0,0,4,0
rollup,0,0,0,0,0,0,0,1,0,0,0,0
romantic,0,0,0,1,3,1,0,0,0,0,3,0
rome,0,0,0,0,0,0,1,0,0,0,0,0
ron,0,0,0,0,2,0,0,0,0,0,0,2
roof,1,0,0,0,0,0,1,2,0,0,0,0
rookie,0,0,0,0,0,0,0,0,0,2,0,0
room,2,15,4,2,3,14,8,3,0,5,4,2
roommate,0,0,0,0,0,0,1,0,0,0,0,0
rooster,0,0,0,0,0,0,0,1,0,0,0,0
root,1,0,0,0,0,0,1,1,0,0,1,0
rope,0,1,0,0,0,0,0,0,0,0,0,0
roping,0,0,0,0,0,0,1,0,0,0,0,0
rose,0,0,0,1,0,0,0,0,0,0,0,1
roti,0,0,0,0,0,0,0,1,0,0,0,0
rotten,0,0,0,0,0,0,0,0,2,0,0,0
rottweiler,0,0,1,0,0,0,0,0,0,0,0,0
rough,0,0,1,0,1,0,1,0,1,0,0,0
round,0,0,10,0,3,0,0,2,0,0,0,1
roundabout,0,0,0,0,0,0,0,0,1,0,0,0
roundie,0,0,0,1,0,0,0,0,0,0,0,0
routine,0,0,0,0,0,1,0,0,0,0,0,0
row,2,0,0,0,2,0,0,0,0,0,0,0
rrgh,2,0,0,0,0,0,0,0,0,0,0,0
rub,0,0,2,0,3,1,0,2,0,0,0,0
rubber,0,0,0,1,0,0,0,0,0,0,0,1
rubik,0,0,0,1,0,0,0,0,0,0,0,0
rud,0,0,0,0,0,0,1,0,0,0,0,0
rude,0,1,0,1,0,0,0,0,0,0,0,0
rue,0,0,0,0,0,1,0,0,0,0,0,0
rug,0,0,1,0,0,0,0,0,1,0,0,0
rugby,0,0,0,0,0,5,0,0,1,0,0,0
ruin,1,0,1,0,4,1,0,1,1,2,0,0
rule,0,0,4,0,0,0,2,3,0,2,1,3
ruler,0,0,0,0,0,0,0,0,0,1,0,0
rumor,0,0,0,0,1,1,0,0,0,0,0,0
rumour,0,0,0,0,0,0,1,0,0,0,0,0
run,3,4,12,3,4,6,6,18,3,7,9,9
runin,0,0,0,0,0,0,1,0,0,0,0,0
runner,0,0,0,0,0,3,0,0,0,0,0,0
running,0,0,0,0,0,3,0,0,0,0,0,0
ruse,0,0,0,1,0,0,0,0,0,0,0,0
rush,0,2,0,0,0,0,0,1,2,0,0,0
rushmore,0,0,0,0,0,0,0,0,0,1,0,0
russell,0,0,1,0,0,0,0,0,0,0,0,0
russian,0,1,0,0,0,1,0,1,0,0,0,2
rust,0,0,0,0,0,0,1,0,0,0,0,0
rustling,0,0,0,1,0,0,0,0,0,0,0,0
ryan,0,0,0,0,0,0,0,1,0,0,0,0
sack,0,0,0,0,0,0,0,0,1,0,0,0
sacramento,0,0,0,0,0,0,0,1,0,0,0,0
sad,0,0,0,15,1,2,0,1,0,6,4,2
sadass,0,0,0,0,0,0,0,0,1,0,0,0
saddam,0,0,0,0,0,0,0,3,0,0,0,0
sadness,0,0,0,2,0,0,0,0,0,0,0,0
safe,0,1,2,3,2,3,0,0,0,0,0,0
safely,0,0,0,0,0,1,1,0,0,0,0,0
safety,0,0,1,0,1,0,0,0,0,0,1,0
saga,0,0,0,0,0,0,0,1,0,0,0,0
sahan,0,0,0,0,0,0,0,1,0,0,0,0
sake,1,0,2,0,3,1,0,0,0,0,0,0
sale,0,0,0,0,0,0,4,0,0,0,0,0
salmon,0,0,0,0,0,0,0,0,0,0,0,2
salsa,0,0,0,0,0,0,0,0,0,0,1,0
salt,0,0,0,0,0,0,0,0,0,0,0,2
salwar,0,0,0,0,0,0,0,1,0,0,0,0
sam,0,0,0,0,1,0,5,4,0,0,3,0
samesex,0,1,0,0,1,0,0,0,0,0,0,0
sample,0,0,0,0,0,0,3,0,0,0,0,0
san,0,2,0,1,0,0,0,0,2,11,0,4
sand,0,0,0,1,1,0,0,2,0,0,0,1
sandal,0,0,0,0,1,0,0,0,0,0,0,0
sandberg,0,0,0,0,0,0,0,0,2,0,0,0
sandbox,0,0,0,0,0,0,0,1,0,0,0,0
sander,0,1,0,0,0,0,0,0,0,0,0,1
sandra,0,0,0,0,0,0,0,0,0,0,5,0
sandwich,0,0,0,0,3,0,0,0,1,0,0,0
sandy,0,0,0,0,0,4,0,0,0,0,0,0
sane,0,0,1,0,0,0,0,0,0,0,0,0
santa,0,4,0,0,1,0,0,1,0,2,0,8
sapien,0,0,0,1,0,0,0,0,0,0,0,0
sappy,0,0,0,1,0,0,0,0,0,0,0,0
sarah,0,0,0,0,0,2,0,0,0,0,0,0
sarcasm,0,0,0,0,0,0,0,0,0,1,0,0
sarcastically,0,0,0,0,0,1,0,0,0,0,0,0
sassy,0,0,0,1,0,0,0,0,0,0,0,0
satan,0,0,10,4,0,0,0,0,0,0,0,0
satellite,0,0,1,0,0,0,0,0,0,0,0,0
satire,0,0,0,0,0,0,0,1,0,0,0,0
satisfy,0,0,0,0,0,0,1,0,0,0,0,0
saturday,0,0,0,0,1,0,0,1,1,0,1,0
sauce,0,0,0,0,0,0,0,1,0,0,0,0
saucy,0,0,0,0,0,0,1,0,0,0,0,0
sausage,0,0,1,0,0,0,0,0,0,0,0,0
savage,0,0,0,0,1,0,0,1,0,0,0,1
save,0,11,2,0,0,0,3,0,1,0,3,2
saver,0,0,0,0,0,1,0,0,0,0,0,0
savior,0,1,0,0,0,0,0,0,0,0,0,0
savor,0,1,0,0,0,0,0,0,0,0,0,0
sawedoff,0,0,0,0,1,0,0,0,0,0,0,0
saxophone,0,0,0,0,2,0,1,0,0,0,0,0
say,41,84,124,35,46,68,71,56,15,61,161,42
sayer,0,1,0,0,0,0,0,0,0,0,0,0
sayin,0,0,0,0,1,0,0,0,0,0,0,0
saying,0,0,0,0,0,0,0,0,0,1,0,0
scale,0,0,1,0,0,0,0,1,0,0,0,0
scan,0,0,0,0,0,0,1,0,0,0,0,0
scandal,0,0,0,0,0,0,1,0,0,0,0,0
scandalous,0,0,0,0,0,0,1,0,0,0,0,0
scare,0,0,1,0,3,0,3,0,1,0,0,0
scared,0,4,1,1,4,0,0,0,9,0,0,1
scaredycat,0,0,0,0,0,0,0,1,0,0,0,0
scarf,0,0,0,0,1,0,0,0,0,0,0,0
scary,0,1,1,0,0,0,0,0,0,0,0,2
scenario,0,0,0,0,1,0,0,0,0,1,1,0
scene,0,2,0,0,1,1,1,0,1,0,2,0
scent,0,0,0,1,0,0,0,0,0,0,0,0
schedule,0,1,0,0,0,0,1,0,0,1,0,0
school,4,1,1,1,5,6,9,19,8,16,11,5
schoolsanctione,0,0,0,0,0,0,0,0,0,0,1,0
science,0,0,5,1,0,0,1,0,1,0,0,2
scient,0,0,5,0,0,0,0,0,0,0,0,0
scientist,2,0,0,0,0,0,1,0,0,0,0,0
scientologist,0,0,0,0,2,0,0,0,0,0,0,1
scientology,0,0,0,0,1,0,0,0,0,0,0,6
scoop,0,0,0,0,1,0,0,0,0,0,0,0
scooter,0,0,0,1,0,0,0,0,0,0,0,0
score,0,0,0,1,0,0,0,0,0,0,3,0
scotfree,0,0,1,0,0,0,0,0,0,0,0,0
scott,0,0,0,0,0,0,0,0,0,0,3,0
scramble,0,0,0,0,0,0,0,0,0,0,4,0
scrambler,0,0,0,0,0,0,0,0,0,0,13,0
scrape,0,0,0,0,0,0,0,1,0,0,0,0
scratch,0,0,0,0,1,0,0,0,7,0,0,0
scrawl,0,0,0,0,0,0,0,0,0,0,1,0
scream,0,3,2,0,2,1,0,0,1,0,0,1
screen,0,0,0,0,2,0,0,2,0,0,0,0
screengrab,0,0,0,0,0,0,0,1,0,0,0,0
screw,1,0,0,0,0,0,0,0,0,0,0,0
scripps,0,0,0,0,0,0,0,1,0,0,0,0
script,0,0,0,0,0,0,0,0,0,1,0,0
scripture,0,0,0,0,1,0,0,0,0,0,0,0
scroll,0,0,1,0,0,0,0,0,1,0,0,0
scrotum,0,0,0,0,0,1,0,0,0,0,0,0
scrounger,0,0,1,0,0,0,0,0,0,0,0,0
scrub,0,0,0,1,0,0,0,0,0,0,0,0
scruff,0,0,0,0,0,0,0,1,0,0,0,0
scuffle,0,1,0,0,0,0,0,0,0,0,0,0
sculptor,1,0,0,0,0,0,0,0,0,0,0,0
scum,0,0,3,0,0,0,0,0,0,0,0,0
scurrierawayer,0,0,0,0,0,1,0,0,0,0,0,0
sea,2,0,2,0,0,0,0,0,0,0,0,0
seal,4,0,0,0,0,0,0,0,0,0,0,0
sealsea,1,0,0,0,0,0,0,0,0,0,0,0
search,0,0,0,0,0,0,1,0,0,0,0,0
season,0,1,0,0,0,2,0,0,0,0,1,0
seat,0,1,1,2,2,3,0,0,1,0,5,0
seatbelt,0,0,0,0,2,0,0,0,0,0,0,0
seattle,0,0,0,0,0,0,0,0,0,0,5,0
second,13,5,4,1,8,13,3,6,2,2,9,1
secret,0,0,0,0,0,0,3,5,3,0,0,2
secrete,0,0,0,0,0,0,0,0,1,0,0,0
secretly,0,0,1,0,0,0,0,0,0,0,0,0
section,0,0,0,0,0,0,0,0,0,0,1,0
secure,0,0,0,0,0,1,0,0,0,0,0,0
security,0,1,1,0,1,6,0,0,0,2,3,2
seduce,0,1,0,0,0,0,0,0,0,0,0,0
seed,0,0,0,0,0,0,0,0,1,0,0,0
seek,0,0,0,0,0,0,0,0,0,0,0,1
seeking,0,0,0,0,0,0,0,0,1,0,0,0
seema,0,0,0,0,0,0,0,5,0,0,0,0
seeni,1,0,0,0,0,0,0,0,0,0,0,0
seethe,0,0,0,0,0,1,0,0,0,0,0,0
segment,0,0,0,0,0,0,0,0,0,1,0,0
segregate,1,0,0,0,0,0,0,0,0,0,0,0
segregation,0,1,0,0,0,0,0,0,0,0,0,0
segue,0,0,0,2,0,0,0,0,0,0,0,0
seinfeld,0,0,0,0,0,0,0,1,0,0,0,0
selection,1,0,0,0,0,0,0,0,0,0,0,0
selective,0,0,1,0,0,0,0,1,0,0,0,0
self,0,0,0,12,0,0,0,0,0,0,1,0
selfconfessed,0,0,1,0,0,0,0,0,0,0,0,0
selfcontained,0,0,0,1,0,0,0,0,0,0,0,0
selfdestructive,0,0,0,0,0,0,0,0,0,0,1,0
selfesteem,0,0,0,0,0,0,1,0,1,0,0,1
selfhelp,0,0,0,0,0,0,0,0,1,0,0,0
selfie,0,0,0,0,0,0,0,0,0,1,0,3
selfish,0,0,2,1,1,0,0,0,0,0,0,0
selfobsesse,0,0,0,1,0,0,0,0,0,0,0,0
sell,0,0,1,2,0,1,5,0,0,2,2,1
selling,0,0,0,0,0,0,0,0,0,0,1,0
semantic,0,1,0,0,0,0,0,0,0,0,0,0
send,0,2,12,1,3,2,0,6,2,2,0,2
senior,0,0,0,0,1,0,0,1,0,2,0,0
sense,0,1,2,3,12,2,2,1,1,0,5,7
sensible,0,0,1,0,0,0,0,0,0,0,0,0
sensitive,0,0,1,0,0,0,0,0,0,5,0,0
sensitivity,1,0,0,0,0,0,0,0,0,1,0,0
sensory,0,0,0,1,0,0,0,0,0,0,0,0
sentence,1,0,0,0,1,1,1,1,0,0,2,0
separa,0,0,0,1,0,0,0,0,0,0,0,0
separate,1,0,0,1,0,0,1,0,0,0,1,0
sephora,0,0,0,0,0,0,0,0,1,0,0,0
september,0,0,0,0,0,0,0,1,0,0,0,0
serene,0,0,0,1,0,0,0,0,0,0,0,0
serial,0,0,1,0,1,0,0,0,0,1,0,0
seriously,0,2,0,0,1,1,0,0,0,0,0,1
serve,1,0,0,0,0,0,3,0,1,0,1,0
service,0,0,2,0,0,1,2,0,0,0,0,0
set,1,2,3,0,1,1,0,3,0,0,2,2
settle,0,0,0,0,1,0,0,0,0,0,0,0
seven,0,1,3,0,2,3,0,3,5,0,0,0
sevenandahalf,0,0,0,0,0,1,0,0,0,0,0,0
seventh,0,0,0,0,0,0,0,0,0,0,2,0
seventy,0,0,1,0,0,0,0,0,0,0,0,0
sevenyearold,0,0,1,0,1,0,0,0,0,0,0,1
severely,0,0,0,0,0,1,0,0,0,0,0,0
sew,0,0,0,0,3,0,0,0,0,0,0,0
sex,1,1,0,6,5,3,1,1,3,1,8,1
sexism,0,0,0,1,0,0,0,0,0,0,0,0
sexist,0,0,0,2,0,0,0,0,1,1,0,6
sexual,1,0,0,0,0,0,0,0,0,0,2,0
sexuality,0,0,0,0,2,0,0,0,0,0,2,0
sexually,0,0,0,0,0,0,0,0,1,0,0,0
sexy,1,0,0,0,0,0,0,0,3,0,0,0
shaadi,0,0,0,0,0,0,0,1,0,0,0,0
shack,0,0,0,0,1,0,0,0,0,0,0,0
shade,0,0,0,1,1,0,0,0,1,0,0,0
shadow,0,0,1,0,0,0,0,1,0,0,0,0
shadowy,0,1,0,0,1,0,0,0,0,0,0,0
shake,0,2,3,0,3,2,0,1,0,0,1,0
shakespeare,0,0,0,0,0,0,1,0,0,0,0,0
shall,0,0,2,0,0,0,0,0,0,0,0,0
shame,0,0,0,0,0,0,0,0,3,0,0,0
shandle,0,1,0,0,0,0,0,0,0,0,0,0
shape,0,0,0,0,1,1,0,0,1,0,0,0
shaq,0,0,0,0,0,0,0,0,0,0,0,2
shaquille,0,0,0,0,0,0,0,0,0,0,0,1
shar,0,0,0,0,1,0,0,0,0,0,0,0
share,0,0,3,0,0,0,0,0,0,1,1,1
shark,5,0,1,0,0,0,0,0,0,19,0,0
sharon,0,2,0,0,0,0,0,0,0,0,0,0
sharp,0,0,1,1,0,0,1,0,0,0,0,0
sharpen,0,0,0,1,0,0,0,0,0,0,0,0
shat,1,0,0,0,0,0,0,0,0,0,0,0
shatter,0,0,0,0,0,0,0,1,0,0,0,0
shave,0,0,0,0,0,0,0,0,0,1,0,0
shaven,0,0,0,1,0,0,0,0,0,0,0,0
shaving,0,0,0,1,0,0,0,0,0,0,0,0
sheep,1,0,0,0,0,0,0,0,0,0,0,0
sheer,0,0,0,0,1,0,0,0,0,0,0,0
shelf,0,0,0,0,0,0,0,0,0,2,0,0
shell,0,0,0,1,0,0,0,0,0,0,0,0
shenanigan,0,0,0,0,0,0,0,0,0,1,0,0
shermer,0,0,0,0,0,0,0,0,0,0,0,1
sheryl,0,0,0,0,0,0,0,0,2,0,0,0
shh,0,0,0,0,3,0,0,0,0,0,0,0
shield,0,0,0,0,0,0,1,0,0,0,0,0
shift,1,1,0,0,0,1,0,0,0,0,0,0
ship,0,0,0,0,0,0,0,0,0,0,0,1
shirt,3,1,1,0,2,0,1,0,0,0,3,1
shit,27,47,6,7,65,20,7,16,36,9,1,41
shitcolore,1,0,0,0,0,0,0,0,0,0,0,0
shithot,0,0,0,0,0,1,0,0,0,0,0,0
shitti,0,0,0,0,0,0,0,0,1,0,0,0
shitty,3,0,1,0,2,0,0,2,3,0,0,2
shittyass,0,0,0,0,0,0,0,0,0,0,0,1
shock,0,0,2,0,2,0,0,0,1,1,0,1
shocked,0,2,0,0,0,0,0,0,0,0,1,0
shoe,1,5,0,0,1,3,1,1,2,0,2,1
shoelace,0,1,0,0,0,0,0,0,0,0,0,0
shoot,4,6,2,2,11,5,0,4,0,1,0,4
shooter,0,0,0,0,1,0,0,0,0,0,0,0
shooting,0,1,0,0,1,0,0,0,0,0,0,0
shop,0,0,1,0,0,0,0,0,0,0,0,0
shopping,0,0,0,0,0,2,0,0,0,0,0,0
shore,0,0,0,0,1,0,0,0,0,0,1,0
short,3,2,3,1,0,2,0,1,0,0,0,0
shot,0,1,2,0,1,0,0,0,0,0,0,0
shotgun,0,0,0,0,2,0,0,0,0,0,0,0
shoulder,1,0,1,0,2,0,0,1,0,0,0,0
shout,0,1,1,2,2,0,0,0,0,1,0,0
shove,1,0,0,0,0,0,0,0,0,0,0,0
shovel,0,0,0,0,0,0,0,0,1,0,0,0
shower,0,0,3,1,3,5,0,0,0,0,0,0
shred,0,0,0,0,0,0,0,0,1,0,0,0
shrimp,0,0,0,0,1,0,0,0,0,0,0,0
shrink,0,0,0,1,0,0,0,0,0,0,0,0
shuck,0,0,0,4,0,0,0,0,0,0,0,0
shui,0,0,0,0,0,0,0,0,1,0,0,0
shush,0,0,0,0,0,0,1,0,0,0,0,0
shut,4,6,4,0,2,8,0,2,4,5,1,3
shutter,0,0,0,0,0,2,0,0,0,0,0,0
shuttle,0,2,0,0,1,0,0,0,0,1,1,0
shwarma,0,0,0,0,0,0,0,1,0,0,0,0
shy,0,0,0,1,0,1,0,0,0,0,0,0
shyamalan,0,0,0,0,0,0,0,1,0,0,0,0
sibling,0,0,0,0,0,0,0,2,0,0,0,0
sick,0,1,2,0,2,0,0,0,0,0,1,0
sicker,0,0,0,0,0,0,0,0,6,0,0,0
sickle,0,0,0,0,1,0,0,0,0,0,0,0
sidecar,0,0,0,0,0,0,1,0,0,0,0,0
sidewalk,1,0,0,0,0,0,0,0,1,0,0,0
sign,0,0,3,1,1,0,2,5,2,0,3,2
signal,0,1,0,0,0,0,0,0,1,0,0,1
signature,0,0,2,0,0,0,0,0,0,0,0,0
signify,0,1,0,0,0,0,0,0,0,0,0,0
sigourney,1,0,0,0,0,0,0,0,0,0,0,0
sike,0,0,0,1,0,0,0,0,0,0,0,0
silence,0,0,1,1,0,0,0,0,0,0,0,0
silent,0,0,0,0,0,0,1,0,1,0,0,0
silk,0,0,0,0,1,0,0,0,0,0,0,0
silly,0,0,1,2,0,1,1,0,0,0,0,0
silver,0,0,0,0,0,0,1,0,0,0,0,0
sim,0,0,0,1,0,0,0,0,0,0,0,0
similar,0,0,0,0,0,2,0,0,0,0,0,0
similarity,0,0,0,0,0,0,0,0,0,0,1,0
simile,0,0,0,3,0,0,0,0,0,0,0,0
simon,0,0,0,0,0,2,0,0,0,0,0,0
simple,1,0,1,0,2,0,0,1,0,0,4,0
simpleton,0,0,0,0,0,1,0,0,0,0,0,0
simply,0,0,0,1,0,0,0,0,0,0,0,0
simpson,0,10,0,0,0,1,0,0,0,0,0,0
simultaneously,0,0,0,0,1,0,0,0,1,0,0,0
sincerity,0,0,0,0,0,0,1,0,0,0,0,0
sing,0,1,0,2,1,0,0,0,0,0,0,0
singer,0,0,0,0,0,1,0,0,0,0,0,0
single,4,1,1,1,0,2,2,2,2,5,0,0
sink,0,0,1,0,0,0,0,0,0,0,0,0
sip,0,0,0,0,0,0,0,0,0,0,2,1
sir,0,2,0,0,5,2,2,0,0,2,1,0
sis,0,0,0,1,0,0,0,0,0,0,0,0
sister,0,1,2,0,0,0,1,5,1,0,0,0
sit,14,7,3,7,18,10,6,15,3,2,5,2
sitcom,0,0,0,0,0,0,1,0,0,0,0,0
sitdown,0,0,0,0,0,0,0,0,1,0,0,0
site,0,0,0,0,0,0,0,0,0,0,2,0
situation,2,1,2,0,2,0,4,4,0,0,2,0
sixpack,0,0,0,0,0,0,0,0,1,0,0,0
sixtyyearold,0,0,0,0,0,0,0,0,0,0,0,1
sixweek,0,0,0,0,0,0,0,0,1,0,0,0
sixyearold,0,0,0,0,0,0,0,1,0,2,0,2
size,0,0,0,0,0,1,0,0,1,0,1,1
sizzle,0,0,0,0,0,0,1,0,0,0,0,0
skater,0,0,0,0,0,0,0,0,3,0,0,0
skeleton,0,0,1,0,0,0,0,0,0,0,0,0
skeptical,0,0,0,0,0,0,0,0,0,0,1,0
ski,0,0,1,3,0,0,0,0,0,0,0,0
skid,0,0,0,0,0,0,0,0,0,0,3,0
skill,0,0,0,1,0,0,0,0,1,0,0,0
skin,0,0,3,0,0,0,0,4,2,0,0,0
skinny,2,0,1,3,0,2,1,1,0,0,1,0
skip,0,0,0,0,0,0,0,0,0,0,1,0
skirt,0,0,0,0,0,0,0,0,0,0,0,1
skittle,0,0,0,0,0,0,0,0,1,0,0,0
skull,0,0,1,0,0,0,1,0,0,0,0,0
sky,0,0,0,1,0,0,0,1,0,0,0,1
skyscraper,0,0,0,0,1,0,0,0,0,0,0,0
slack,0,0,0,0,0,0,0,1,0,0,0,0
slam,0,0,0,0,1,0,0,0,0,0,0,0
slap,0,1,0,0,0,1,0,9,0,1,0,0
slapping,0,0,0,0,0,0,0,1,0,0,0,0
slate,0,0,0,0,0,0,0,0,0,0,1,0
slave,2,0,1,0,0,8,0,0,0,0,0,0
slavery,2,0,0,0,0,1,0,0,0,0,0,0
slaverytheme,0,0,0,0,1,0,0,0,0,0,0,0
sleazy,0,0,0,1,0,0,0,0,0,0,0,0
sleep,0,1,4,2,21,4,1,0,3,3,4,10
slice,0,0,0,0,0,0,0,0,3,0,0,0
slick,1,0,0,0,0,0,0,0,0,0,0,0
slide,0,0,0,0,3,0,1,0,1,0,0,0
slider,0,0,0,0,0,0,0,4,0,0,0,0
slight,0,0,1,0,1,0,0,0,0,0,1,0
slightly,0,0,1,0,0,2,0,0,0,0,0,0
slim,0,0,0,0,0,0,0,1,0,0,0,0
slime,0,0,0,0,0,0,0,0,2,0,0,0
slip,0,0,0,2,0,1,0,0,1,0,0,0
sloppy,0,0,0,0,0,0,0,0,0,0,1,0
slow,0,3,2,2,0,2,0,2,1,0,2,2
slowly,1,0,0,0,1,0,1,0,0,0,1,2
slowmotion,0,0,0,0,0,0,0,0,0,0,1,0
slut,0,0,0,23,0,1,0,0,0,0,0,0
sly,0,0,0,0,1,0,1,0,0,0,0,0
smack,0,0,0,0,0,0,0,0,0,0,0,3
small,0,1,0,3,4,1,6,2,0,0,4,2
smart,9,0,0,3,0,2,0,0,1,1,3,11
smash,0,0,3,0,0,0,0,1,0,0,0,0
smell,0,0,3,2,0,2,0,1,7,0,0,0
smelly,1,0,0,0,0,0,0,0,0,0,0,0
smile,0,0,2,2,0,0,0,2,0,1,0,0
smiley,0,0,0,0,0,0,0,0,1,0,0,0
smith,0,0,0,0,0,0,0,0,0,0,0,1
smoke,0,2,0,0,0,0,2,0,0,1,2,2
smoker,0,0,0,0,0,0,0,0,1,0,0,0
smokin,0,0,0,0,0,0,0,0,0,1,0,0
smooshe,1,0,0,0,0,0,0,0,0,0,0,0
smooth,0,0,0,0,0,0,1,0,1,0,1,0
sméagollike,0,0,0,0,0,0,0,0,0,0,0,1
snack,0,0,1,0,0,0,0,0,1,0,0,0
snailtrail,0,0,0,0,0,0,0,0,1,0,0,0
snake,0,0,2,0,0,0,0,0,0,0,0,1
snap,0,1,0,0,0,0,0,0,0,0,0,0
snapchatte,0,0,0,0,0,0,0,1,0,0,0,0
snatch,0,0,0,0,0,0,0,0,1,0,0,0
sneak,0,0,0,0,1,0,1,1,2,0,0,0
sneaker,0,3,0,0,2,0,0,0,0,0,0,1
sniff,0,0,0,0,0,0,0,0,2,0,0,0
sniper,0,0,0,0,0,0,0,0,0,0,0,1
snitchin,0,0,0,0,0,0,1,0,0,0,0,0
snivel,0,0,1,0,0,0,0,0,0,0,0,0
snl,0,0,0,0,0,0,1,0,0,0,0,0
snort,0,0,1,1,0,0,0,0,0,0,0,0
snow,1,0,0,0,0,0,0,0,0,0,0,0
snowman,0,0,0,0,1,0,0,0,0,0,0,0
snowplow,0,0,0,0,0,0,1,0,0,0,0,0
snowshoe,0,0,0,0,1,0,0,0,0,0,0,0
snuggle,0,0,0,0,0,0,0,0,0,0,1,0
sober,0,0,0,0,0,0,0,0,0,0,0,1
soccer,0,0,0,0,1,0,0,0,0,0,0,1
social,0,0,3,0,1,1,0,0,0,1,2,0
socially,0,0,0,0,0,0,0,1,0,0,0,0
society,0,1,0,0,1,4,0,0,1,0,0,0
sociopath,0,0,0,1,0,0,0,1,0,0,0,0
sock,7,0,1,0,2,0,0,0,0,0,1,1
soda,0,0,0,0,0,0,0,2,0,0,0,0
soft,0,0,0,0,0,0,0,1,2,0,2,0
software,0,0,0,0,0,0,0,1,0,0,0,0
soldier,0,0,0,0,1,0,0,0,1,0,0,0
soleil,0,0,0,0,0,0,2,0,0,0,0,0
solid,0,0,0,0,0,0,0,0,0,0,1,0
solider,0,0,0,0,1,0,0,0,0,0,0,0
solipsistic,0,0,0,1,0,0,0,0,0,0,0,0
solitary,0,0,0,0,0,0,0,0,0,0,0,1
solo,0,0,0,0,1,0,0,0,0,0,0,0
solve,1,0,0,1,0,1,2,0,0,0,0,0
somebody,7,4,0,1,8,0,0,1,3,1,0,2
someday,0,0,0,0,5,0,0,0,0,1,0,0
someplace,1,0,0,0,0,0,0,0,0,0,0,0
someth,0,0,0,1,0,0,0,0,0,0,0,0
son,1,12,1,0,8,13,2,5,2,4,0,0
song,0,2,0,17,0,0,1,0,0,1,4,1
sonogram,0,0,0,0,0,0,0,0,1,0,0,0
soon,2,2,1,1,0,6,0,2,0,4,1,0
soontobeslain,0,1,0,0,0,0,0,0,0,0,0,0
soothe,0,0,0,0,0,1,0,0,0,0,0,0
sop,0,0,0,0,0,0,0,0,1,0,0,0
sophisticated,0,0,0,0,0,0,0,0,0,0,1,0
sophomore,0,0,0,0,0,0,1,0,0,0,0,0
sorcerer,0,0,0,0,0,0,0,0,0,0,0,1
sore,0,0,0,0,0,0,0,0,0,0,1,0
sorry,3,4,3,4,1,5,5,1,0,2,3,1
sort,0,0,5,4,4,2,3,0,2,0,9,3
sorta,1,0,0,0,0,0,0,0,0,0,0,0
soul,0,0,0,0,0,0,0,2,0,0,0,1
sound,0,0,0,2,4,1,10,1,0,4,8,6
soup,0,0,0,0,0,0,2,0,0,0,0,0
source,0,0,0,0,0,0,0,0,0,0,2,0
souschef,0,1,0,0,0,0,0,0,0,0,0,0
south,0,1,0,0,3,13,0,0,0,0,0,2
southeast,0,0,0,0,0,0,0,0,1,0,0,0
southern,0,1,0,0,0,0,0,0,0,1,0,0
southface,0,0,1,0,0,0,0,0,0,0,0,0
southwest,0,0,0,0,0,0,0,1,0,0,0,0
sovereign,0,0,0,0,0,0,1,0,0,0,0,0
space,1,2,0,0,1,0,2,0,0,2,4,1
spaceship,0,0,0,0,2,0,0,0,0,0,0,0
spacial,0,0,0,1,0,0,0,0,0,0,0,0
spaghetti,0,0,0,0,0,0,0,0,0,0,2,0
spank,0,0,0,0,0,0,0,0,1,0,0,0
spare,0,0,0,1,0,0,0,0,0,0,0,0
speak,1,3,1,2,0,6,0,6,1,3,1,1
speaker,0,0,0,0,0,0,0,0,0,0,1,0
special,0,0,0,4,1,4,3,4,0,1,1,1
specie,0,0,1,0,1,0,0,0,0,0,0,0
species,1,0,1,0,0,0,0,0,0,0,0,0
specific,0,0,0,0,0,0,0,0,0,0,1,0
specifically,1,0,0,0,0,0,0,0,0,0,0,0
spectacle,0,0,0,0,0,0,0,0,0,0,1,0
spectacular,0,1,0,0,0,0,0,0,0,0,1,0
speech,0,0,2,0,1,1,0,1,0,0,1,1
speed,1,0,1,1,0,0,0,0,0,0,2,0
